id_municipio,municipio,ano,populacao,densidade,area
3555307,Turmalina,2011,1952.25,13.196666666666665,147.89141666666666
3555307,Turmalina,2012,1926.5,13.023333333333333,147.88283333333334
3555307,Turmalina,2013,1900.75,12.85,147.87425000000002
3555307,Turmalina,2014,1875.0,12.676666666666666,147.86566666666667
3555307,Turmalina,2015,1849.25,12.503333333333332,147.85708333333332
3555307,Turmalina,2016,1823.5,12.329999999999998,147.8485
3555307,Turmalina,2017,1797.75,12.156666666666666,147.83991666666668
3555307,Turmalina,2018,1772.0,11.983333333333333,147.83133333333333
3555307,Turmalina,2019,1746.25,11.809999999999999,147.82274999999998
3555307,Turmalina,2020,1720.5,11.636666666666667,147.81416666666667
3555307,Turmalina,2021,1694.75,11.463333333333333,147.80558333333335
3555307,Turmalina,2022,1669.0,11.29,147.797
3555356,Ubarana,2010,5289.0,25.23,209.6
3555356,Ubarana,2011,5295.333333333333,25.2575,209.62175
3555356,Ubarana,2012,5301.666666666667,25.285,209.6435
3555356,Ubarana,2013,5308.0,25.3125,209.66525
3555356,Ubarana,2014,5314.333333333333,25.34,209.68699999999998
3555356,Ubarana,2015,5320.666666666667,25.3675,209.70874999999998
3555356,Ubarana,2016,5327.0,25.395,209.7305
3555356,Ubarana,2017,5333.333333333333,25.4225,209.75225
3555356,Ubarana,2018,5339.666666666667,25.45,209.774
3555356,Ubarana,2019,5346.0,25.4775,209.79575
3555356,Ubarana,2020,5352.333333333333,25.505,209.8175
3555356,Ubarana,2021,5358.666666666667,25.5325,209.83925
3555356,Ubarana,2022,5365.0,25.56,209.861
3555406,Ubatuba,2010,78801.0,110.87,710.8
3555406,Ubatuba,2011,79982.66666666667,112.57333333333334,710.5754166666666
3555406,Ubatuba,2012,81164.33333333333,114.27666666666667,710.3508333333333
3555406,Ubatuba,2013,82346.0,115.98,710.12625
3555406,Ubatuba,2014,83527.66666666667,117.68333333333334,709.9016666666666
3555406,Ubatuba,2015,84709.33333333333,119.38666666666667,709.6770833333333
3555406,Ubatuba,2016,85891.0,121.09,709.4525
3555406,Ubatuba,2017,87072.66666666667,122.79333333333334,709.2279166666667
3555406,Ubatuba,2018,88254.33333333333,124.49666666666667,709.0033333333333
3555406,Ubatuba,2019,89436.0,126.2,708.77875
3555406,Ubatuba,2020,90617.66666666667,127.90333333333334,708.5541666666667
3555406,Ubatuba,2021,91799.33333333333,129.60666666666668,708.3295833333334
3555406,Ubatuba,2022,92981.0,131.31,708.105
3555505,Ubirajara,2010,4427.0,15.68,282.4
3555505,Ubirajara,2011,4485.75,15.889166666666666,282.3815833333333
3555505,Ubirajara,2012,4544.5,16.098333333333333,282.36316666666664
3555505,Ubirajara,2013,4603.25,16.3075,282.34475
3555505,Ubirajara,2014,4662.0,16.516666666666666,282.3263333333333
3555505,Ubirajara,2015,4720.75,16.725833333333334,282.30791666666664
3555505,Ubirajara,2016,4779.5,16.935000000000002,282.2895
3555505,Ubirajara,2017,4838.25,17.144166666666667,282.2710833333333
3555505,Ubirajara,2018,4897.0,17.353333333333335,282.25266666666664
3555505,Ubirajara,2019,4955.75,17.5625,282.23425
3555505,Ubirajara,2020,5014.5,17.77166666666667,282.2158333333333
3555505,Ubirajara,2021,5073.25,17.980833333333337,282.19741666666664
3555505,Ubirajara,2022,5132.0,18.19,282.179
3555604,Uchoa,2010,9471.0,37.51,252.5
3555604,Uchoa,2011,9547.916666666666,37.81583333333333,252.4945
3555604,Uchoa,2012,9624.833333333334,38.12166666666666,252.489
3555604,Uchoa,2013,9701.75,38.427499999999995,252.4835
3555604,Uchoa,2014,9778.666666666666,38.733333333333334,252.478
3555604,Uchoa,2015,9855.583333333334,39.03916666666667,252.4725
3555604,Uchoa,2016,9932.5,39.345,252.46699999999998
3555604,Uchoa,2017,10009.416666666666,39.65083333333333,252.4615
3555604,Uchoa,2018,10086.333333333334,39.95666666666666,252.456
3555604,Uchoa,2019,10163.25,40.2625,252.4505
3555604,Uchoa,2020,10240.166666666666,40.568333333333335,252.445
3555604,Uchoa,2021,10317.083333333334,40.87416666666667,252.4395
3555604,Uchoa,2022,10394.0,41.18,252.434
3555703,União Paulista,2010,1599.0,20.21,79.1
3555703,União Paulista,2011,1599.3333333333333,20.215833333333336,79.09633333333333
3555703,União Paulista,2012,1599.6666666666667,20.221666666666668,79.09266666666666
3555703,União Paulista,2013,1600.0,20.2275,79.089
3555703,União Paulista,2014,1600.3333333333333,20.233333333333334,79.08533333333332
3555703,União Paulista,2015,1600.6666666666667,20.23916666666667,79.08166666666666
3555703,União Paulista,2016,1601.0,20.245,79.078
3555703,União Paulista,2017,1601.3333333333333,20.250833333333333,79.07433333333333
3555703,União Paulista,2018,1601.6666666666667,20.256666666666668,79.07066666666667
3555703,União Paulista,2019,1602.0,20.262500000000003,79.067
3555703,União Paulista,2020,1602.3333333333333,20.268333333333334,79.06333333333333
3555703,União Paulista,2021,1602.6666666666667,20.274166666666666,79.05966666666666
3555703,União Paulista,2022,1603.0,20.28,79.056
3555802,Urânia,2010,8836.0,42.29,208.9
3555802,Urânia,2011,8835.75,42.28333333333333,208.93016666666668
3555802,Urânia,2012,8835.5,42.276666666666664,208.96033333333332
3555802,Urânia,2013,8835.25,42.269999999999996,208.9905
3555802,Urânia,2014,8835.0,42.263333333333335,209.02066666666667
